"pupil","class","extrav","sex","texp","popular","popteach","Zextrav","Zsex","Ztexp","Zpopular","Zpopteach","Cextrav","Ctexp","Csex"
"1000",2,51,4,1,16,4.9,4,-0.962477225675968,0.988812544054697,0.265117331549815,-0.12762910547209,-0.755225100375202,-1.215,1.737,0.5
"1001",3,51,5,0,16,3.1,3,-0.170314900016734,-1.010808374155,0.265117331549815,-1.42959787764415,-1.4673656947884,-0.215,1.737,-0.5
"1002",4,51,6,1,16,5.1,6,0.621847425642499,0.988812544054697,0.265117331549815,0.0170340914359159,0.669056088451199,0.785,1.737,0.5
"1003",5,51,5,1,16,5,4,-0.170314900016734,0.988812544054697,0.265117331549815,-0.0552975070180869,-0.755225100375202,-0.215,1.737,0.5
"1004",6,51,4,1,16,5.5,6,-0.962477225675968,0.988812544054697,0.265117331549815,0.306360485251928,0.669056088451199,-1.215,1.737,0.5
"1005",7,51,5,1,16,3.7,5,-0.170314900016734,0.988812544054697,0.265117331549815,-0.995608286920127,-0.0430845059620013,-0.215,1.737,0.5
"1006",8,51,5,0,16,3.2,2,-0.170314900016734,-1.010808374155,0.265117331549815,-1.35726627919014,-2.1795062892016,-0.215,1.737,-0.5
"1007",9,51,5,1,16,5,6,-0.170314900016734,0.988812544054697,0.265117331549815,-0.0552975070180869,0.669056088451199,-0.215,1.737,0.5
"1008",10,51,5,1,16,4.8,4,-0.170314900016734,0.988812544054697,0.265117331549815,-0.199960703926093,-0.755225100375202,-0.215,1.737,0.5
"1009",11,51,5,0,16,2.4,3,-0.170314900016734,-1.010808374155,0.265117331549815,-1.93591906682217,-1.4673656947884,-0.215,1.737,-0.5
"1010",12,51,6,0,16,4.1,4,0.621847425642499,-1.010808374155,0.265117331549815,-0.706281893104115,-0.755225100375202,0.785,1.737,-0.5
"1011",13,51,3,0,16,2.4,4,-1.7546395513352,-1.010808374155,0.265117331549815,-1.93591906682217,-0.755225100375202,-2.215,1.737,-0.5
"1012",14,51,5,1,16,5.9,5,-0.170314900016734,0.988812544054697,0.265117331549815,0.595686879067941,-0.0430845059620013,-0.215,1.737,0.5
"1013",15,51,5,1,16,4.3,5,-0.170314900016734,0.988812544054697,0.265117331549815,-0.561618696196108,-0.0430845059620013,-0.215,1.737,0.5
"1014",16,51,6,0,16,4,4,0.621847425642499,-1.010808374155,0.265117331549815,-0.778613491558118,-0.755225100375202,0.785,1.737,-0.5
"1015",17,51,5,1,16,5.3,6,-0.170314900016734,0.988812544054697,0.265117331549815,0.161697288343922,0.669056088451199,-0.215,1.737,0.5
"1016",18,51,5,1,16,4.3,4,-0.170314900016734,0.988812544054697,0.265117331549815,-0.561618696196108,-0.755225100375202,-0.215,1.737,0.5
"1017",19,51,5,0,16,4,3,-0.170314900016734,-1.010808374155,0.265117331549815,-0.778613491558118,-1.4673656947884,-0.215,1.737,-0.5
"1018",20,51,3,0,16,3.9,3,-1.7546395513352,-1.010808374155,0.265117331549815,-0.850945090012121,-1.4673656947884,-2.215,1.737,-0.5
"1019",21,51,5,1,16,6.3,6,-0.170314900016734,0.988812544054697,0.265117331549815,0.885013272883953,0.669056088451199,-0.215,1.737,0.5
"1020",22,51,6,1,16,5.8,6,0.621847425642499,0.988812544054697,0.265117331549815,0.523355280613938,0.669056088451199,0.785,1.737,0.5
"1021",23,51,5,0,16,3.9,4,-0.170314900016734,-1.010808374155,0.265117331549815,-0.850945090012121,-0.755225100375202,-0.215,1.737,-0.5
"1022",1,52,6,1,7,6,6,0.621847425642499,0.988812544054697,-1.10854759876011,0.668018477521944,0.669056088451199,0.785,-7.263,0.5
"1023",2,52,3,0,7,4.4,4,-1.7546395513352,-1.010808374155,-1.10854759876011,-0.489287097742105,-0.755225100375202,-2.215,-7.263,-0.5
"1024",3,52,6,1,7,5.6,5,0.621847425642499,0.988812544054697,-1.10854759876011,0.378692083705931,-0.0430845059620013,0.785,-7.263,0.5
"1025",4,52,5,1,7,6.1,6,-0.170314900016734,0.988812544054697,-1.10854759876011,0.740350075975947,0.669056088451199,-0.215,-7.263,0.5
"1026",5,52,4,1,7,5,5,-0.962477225675968,0.988812544054697,-1.10854759876011,-0.0552975070180869,-0.0430845059620013,-1.215,-7.263,0.5
"1027",6,52,4,0,7,2.9,2,-0.962477225675968,-1.010808374155,-1.10854759876011,-1.57426107455215,-2.1795062892016,-1.215,-7.263,-0.5
"1028",7,52,6,0,7,3.4,5,0.621847425642499,-1.010808374155,-1.10854759876011,-1.21260308228214,-0.0430845059620013,0.785,-7.263,-0.5
"1029",8,52,6,0,7,3.2,3,0.621847425642499,-1.010808374155,-1.10854759876011,-1.35726627919014,-1.4673656947884,0.785,-7.263,-0.5
"1030",9,52,5,1,7,4.7,6,-0.170314900016734,0.988812544054697,-1.10854759876011,-0.272292302380096,0.669056088451199,-0.215,-7.263,0.5
"1031",10,52,5,1,7,5.1,5,-0.170314900016734,0.988812544054697,-1.10854759876011,0.0170340914359159,-0.0430845059620013,-0.215,-7.263,0.5
"1032",11,52,6,1,7,5.4,6,0.621847425642499,0.988812544054697,-1.10854759876011,0.234028886797926,0.669056088451199,0.785,-7.263,0.5
"1033",12,52,5,0,7,4.2,4,-0.170314900016734,-1.010808374155,-1.10854759876011,-0.633950294650111,-0.755225100375202,-0.215,-7.263,-0.5
"1034",13,52,2,0,7,1.9,2,-2.54680187699444,-1.010808374155,-1.10854759876011,-2.29757705909218,-2.1795062892016,-3.215,-7.263,-0.5
"1035",14,52,5,0,7,4.4,4,-0.170314900016734,-1.010808374155,-1.10854759876011,-0.489287097742105,-0.755225100375202,-0.215,-7.263,-0.5
"1036",15,52,5,0,7,4.5,5,-0.170314900016734,-1.010808374155,-1.10854759876011,-0.416955499288102,-0.0430845059620013,-0.215,-7.263,-0.5
"1037",16,52,5,0,7,3.6,4,-0.170314900016734,-1.010808374155,-1.10854759876011,-1.06793988537413,-0.755225100375202,-0.215,-7.263,-0.5
"1038",17,52,7,1,7,5.4,7,1.41400975130173,0.988812544054697,-1.10854759876011,0.234028886797926,1.3811966828644,1.785,-7.263,0.5
"1039",18,52,5,0,7,3.9,2,-0.170314900016734,-1.010808374155,-1.10854759876011,-0.850945090012121,-2.1795062892016,-0.215,-7.263,-0.5
"1040",19,52,5,1,7,3.4,4,-0.170314900016734,0.988812544054697,-1.10854759876011,-1.21260308228214,-0.755225100375202,-0.215,-7.263,0.5
"1041",20,52,6,0,7,4.5,4,0.621847425642499,-1.010808374155,-1.10854759876011,-0.416955499288102,-0.755225100375202,0.785,-7.263,-0.5
"1042",21,52,6,1,7,6,7,0.621847425642499,0.988812544054697,-1.10854759876011,0.668018477521944,1.3811966828644,0.785,-7.263,0.5
"1043",22,52,6,1,7,3.6,5,0.621847425642499,0.988812544054697,-1.10854759876011,-1.06793988537413,-0.0430845059620013,0.785,-7.263,0.5
"1044",23,52,6,0,7,4.2,4,0.621847425642499,-1.010808374155,-1.10854759876011,-0.633950294650111,-0.755225100375202,0.785,-7.263,-0.5
"1045",1,53,3,1,21,6.8,7,-1.7546395513352,0.988812544054697,1.02826451505533,1.24667126515397,1.3811966828644,-2.215,6.737,0.5
"1046",2,53,5,1,21,7.2,8,-0.170314900016734,0.988812544054697,1.02826451505533,1.53599765896998,2.0933372772776,-0.215,6.737,0.5
"1047",3,53,4,1,21,6.2,6,-0.962477225675968,0.988812544054697,1.02826451505533,0.81268167442995,0.669056088451199,-1.215,6.737,0.5
"1048",4,53,5,1,21,7.5,8,-0.170314900016734,0.988812544054697,1.02826451505533,1.75299245433199,2.0933372772776,-0.215,6.737,0.5
"1049",5,53,4,1,21,7.1,7,-0.962477225675968,0.988812544054697,1.02826451505533,1.46366606051598,1.3811966828644,-1.215,6.737,0.5
"1050",6,53,5,1,21,6.7,6,-0.170314900016734,0.988812544054697,1.02826451505533,1.17433966669997,0.669056088451199,-0.215,6.737,0.5
"1051",7,53,7,1,21,7,8,1.41400975130173,0.988812544054697,1.02826451505533,1.39133446206197,2.0933372772776,1.785,6.737,0.5
"1052",8,53,5,1,21,6.5,7,-0.170314900016734,0.988812544054697,1.02826451505533,1.02967646979196,1.3811966828644,-0.215,6.737,0.5
"1053",9,53,6,1,21,8.4,7,0.621847425642499,0.988812544054697,1.02826451505533,2.40397684041802,1.3811966828644,0.785,6.737,0.5
"1054",10,53,4,1,21,6.2,6,-0.962477225675968,0.988812544054697,1.02826451505533,0.81268167442995,0.669056088451199,-1.215,6.737,0.5
"1055",11,53,1,1,21,5.3,5,-3.33896420265367,0.988812544054697,1.02826451505533,0.161697288343922,-0.0430845059620013,-4.215,6.737,0.5
"1056",12,53,4,1,21,5.3,5,-0.962477225675968,0.988812544054697,1.02826451505533,0.161697288343922,-0.0430845059620013,-1.215,6.737,0.5
"1057",13,53,4,1,21,5.5,6,-0.962477225675968,0.988812544054697,1.02826451505533,0.306360485251928,0.669056088451199,-1.215,6.737,0.5
"1058",14,53,5,1,21,7.4,8,-0.170314900016734,0.988812544054697,1.02826451505533,1.68066085587799,2.0933372772776,-0.215,6.737,0.5
"1059",15,53,5,1,21,6.9,7,-0.170314900016734,0.988812544054697,1.02826451505533,1.31900286360797,1.3811966828644,-0.215,6.737,0.5
"1060",16,53,6,1,21,7.5,7,0.621847425642499,0.988812544054697,1.02826451505533,1.75299245433199,1.3811966828644,0.785,6.737,0.5
"1061",17,53,6,1,21,6.8,7,0.621847425642499,0.988812544054697,1.02826451505533,1.24667126515397,1.3811966828644,0.785,6.737,0.5
"1062",18,53,5,1,21,5.1,6,-0.170314900016734,0.988812544054697,1.02826451505533,0.0170340914359159,0.669056088451199,-0.215,6.737,0.5
"1063",19,53,4,1,21,6.6,7,-0.962477225675968,0.988812544054697,1.02826451505533,1.10200806824596,1.3811966828644,-1.215,6.737,0.5
"1064",1,54,4,1,16,6,6,-0.962477225675968,0.988812544054697,0.265117331549815,0.668018477521944,0.669056088451199,-1.215,1.737,0.5
"1065",2,54,6,0,16,4.7,4,0.621847425642499,-1.010808374155,0.265117331549815,-0.272292302380096,-0.755225100375202,0.785,1.737,-0.5
"1066",3,54,5,0,16,5.6,5,-0.170314900016734,-1.010808374155,0.265117331549815,0.378692083705931,-0.0430845059620013,-0.215,1.737,-0.5
"1067",4,54,5,0,16,3.6,3,-0.170314900016734,-1.010808374155,0.265117331549815,-1.06793988537413,-1.4673656947884,-0.215,1.737,-0.5
"1068",5,54,6,0,16,3.4,4,0.621847425642499,-1.010808374155,0.265117331549815,-1.21260308228214,-0.755225100375202,0.785,1.737,-0.5
"1069",6,54,4,0,16,4.7,4,-0.962477225675968,-1.010808374155,0.265117331549815,-0.272292302380096,-0.755225100375202,-1.215,1.737,-0.5
"1070",7,54,5,1,16,6.6,6,-0.170314900016734,0.988812544054697,0.265117331549815,1.10200806824596,0.669056088451199,-0.215,1.737,0.5
"1071",8,54,5,0,16,4.6,5,-0.170314900016734,-1.010808374155,0.265117331549815,-0.344623900834099,-0.0430845059620013,-0.215,1.737,-0.5
"1072",9,54,7,0,16,4.5,5,1.41400975130173,-1.010808374155,0.265117331549815,-0.416955499288102,-0.0430845059620013,1.785,1.737,-0.5
"1073",10,54,4,0,16,5.5,4,-0.962477225675968,-1.010808374155,0.265117331549815,0.306360485251928,-0.755225100375202,-1.215,1.737,-0.5
"1074",11,54,5,1,16,5.3,5,-0.170314900016734,0.988812544054697,0.265117331549815,0.161697288343922,-0.0430845059620013,-0.215,1.737,0.5
"1075",12,54,6,0,16,5.4,6,0.621847425642499,-1.010808374155,0.265117331549815,0.234028886797926,0.669056088451199,0.785,1.737,-0.5
"1076",13,54,5,0,16,4.8,5,-0.170314900016734,-1.010808374155,0.265117331549815,-0.199960703926093,-0.0430845059620013,-0.215,1.737,-0.5
"1077",14,54,5,1,16,5.6,5,-0.170314900016734,0.988812544054697,0.265117331549815,0.378692083705931,-0.0430845059620013,-0.215,1.737,0.5
"1078",15,54,6,1,16,6,7,0.621847425642499,0.988812544054697,0.265117331549815,0.668018477521944,1.3811966828644,0.785,1.737,0.5
"1079",16,54,6,1,16,6.8,7,0.621847425642499,0.988812544054697,0.265117331549815,1.24667126515397,1.3811966828644,0.785,1.737,0.5
"1080",17,54,4,0,16,3.8,4,-0.962477225675968,-1.010808374155,0.265117331549815,-0.923276688466124,-0.755225100375202,-1.215,1.737,-0.5
"1081",18,54,6,1,16,6.7,7,0.621847425642499,0.988812544054697,0.265117331549815,1.17433966669997,1.3811966828644,0.785,1.737,0.5
"1082",19,54,4,1,16,5.8,5,-0.962477225675968,0.988812544054697,0.265117331549815,0.523355280613938,-0.0430845059620013,-1.215,1.737,0.5
"1083",1,55,5,0,7,2.7,3,-0.170314900016734,-1.010808374155,-1.10854759876011,-1.71892427146016,-1.4673656947884,-0.215,-7.263,-0.5
"1084",2,55,6,0,7,5,4,0.621847425642499,-1.010808374155,-1.10854759876011,-0.0552975070180869,-0.755225100375202,0.785,-7.263,-0.5
"1085",3,55,6,0,7,4.4,4,0.621847425642499,-1.010808374155,-1.10854759876011,-0.489287097742105,-0.755225100375202,0.785,-7.263,-0.5
"1086",4,55,5,0,7,2.2,2,-0.170314900016734,-1.010808374155,-1.10854759876011,-2.08058226373017,-2.1795062892016,-0.215,-7.263,-0.5
"1087",5,55,5,0,7,4.5,5,-0.170314900016734,-1.010808374155,-1.10854759876011,-0.416955499288102,-0.0430845059620013,-0.215,-7.263,-0.5
"1088",6,55,3,0,7,2.4,3,-1.7546395513352,-1.010808374155,-1.10854759876011,-1.93591906682217,-1.4673656947884,-2.215,-7.263,-0.5
"1089",7,55,6,0,7,2.7,3,0.621847425642499,-1.010808374155,-1.10854759876011,-1.71892427146016,-1.4673656947884,0.785,-7.263,-0.5
"1090",8,55,6,0,7,3.8,5,0.621847425642499,-1.010808374155,-1.10854759876011,-0.923276688466124,-0.0430845059620013,0.785,-7.263,-0.5
"1091",9,55,5,0,7,4.5,5,-0.170314900016734,-1.010808374155,-1.10854759876011,-0.416955499288102,-0.0430845059620013,-0.215,-7.263,-0.5
"1092",10,55,7,0,7,4.5,3,1.41400975130173,-1.010808374155,-1.10854759876011,-0.416955499288102,-1.4673656947884,1.785,-7.263,-0.5
"1093",11,55,7,0,7,4.1,4,1.41400975130173,-1.010808374155,-1.10854759876011,-0.706281893104115,-0.755225100375202,1.785,-7.263,-0.5
"1094",12,55,6,0,7,3.4,4,0.621847425642499,-1.010808374155,-1.10854759876011,-1.21260308228214,-0.755225100375202,0.785,-7.263,-0.5
"1095",13,55,5,0,7,2.4,3,-0.170314900016734,-1.010808374155,-1.10854759876011,-1.93591906682217,-1.4673656947884,-0.215,-7.263,-0.5
"1096",14,55,5,0,7,4.1,4,-0.170314900016734,-1.010808374155,-1.10854759876011,-0.706281893104115,-0.755225100375202,-0.215,-7.263,-0.5
"1097",15,55,6,0,7,5,5,0.621847425642499,-1.010808374155,-1.10854759876011,-0.0552975070180869,-0.0430845059620013,0.785,-7.263,-0.5
"1098",16,55,6,0,7,3.8,4,0.621847425642499,-1.010808374155,-1.10854759876011,-0.923276688466124,-0.755225100375202,0.785,-7.263,-0.5
"1099",17,55,4,0,7,3.9,3,-0.962477225675968,-1.010808374155,-1.10854759876011,-0.850945090012121,-1.4673656947884,-1.215,-7.263,-0.5
"1100",18,55,7,0,7,3.4,3,1.41400975130173,-1.010808374155,-1.10854759876011,-1.21260308228214,-1.4673656947884,1.785,-7.263,-0.5
"1101",19,55,6,0,7,4.4,4,0.621847425642499,-1.010808374155,-1.10854759876011,-0.489287097742105,-0.755225100375202,0.785,-7.263,-0.5
"1102",20,55,5,0,7,2.3,3,-0.170314900016734,-1.010808374155,-1.10854759876011,-2.00825066527617,-1.4673656947884,-0.215,-7.263,-0.5
"1103",21,55,4,0,7,2,2,-0.962477225675968,-1.010808374155,-1.10854759876011,-2.22524546063818,-2.1795062892016,-1.215,-7.263,-0.5
"1104",1,56,5,0,12,4.9,5,-0.170314900016734,-1.010808374155,-0.345400415254597,-0.12762910547209,-0.0430845059620013,-0.215,-2.263,-0.5
"1105",2,56,4,0,12,2.4,5,-0.962477225675968,-1.010808374155,-0.345400415254597,-1.93591906682217,-0.0430845059620013,-1.215,-2.263,-0.5
"1106",3,56,6,1,12,4.4,5,0.621847425642499,0.988812544054697,-0.345400415254597,-0.489287097742105,-0.0430845059620013,0.785,-2.263,0.5
"1107",4,56,4,0,12,3.4,4,-0.962477225675968,-1.010808374155,-0.345400415254597,-1.21260308228214,-0.755225100375202,-1.215,-2.263,-0.5
"1108",5,56,6,0,12,3.9,3,0.621847425642499,-1.010808374155,-0.345400415254597,-0.850945090012121,-1.4673656947884,0.785,-2.263,-0.5
"1109",6,56,5,1,12,4.4,5,-0.170314900016734,0.988812544054697,-0.345400415254597,-0.489287097742105,-0.0430845059620013,-0.215,-2.263,0.5
"1110",7,56,5,1,12,6.1,6,-0.170314900016734,0.988812544054697,-0.345400415254597,0.740350075975947,0.669056088451199,-0.215,-2.263,0.5
"1111",8,56,3,0,12,3.9,3,-1.7546395513352,-1.010808374155,-0.345400415254597,-0.850945090012121,-1.4673656947884,-2.215,-2.263,-0.5
"1112",9,56,6,0,12,6.3,6,0.621847425642499,-1.010808374155,-0.345400415254597,0.885013272883953,0.669056088451199,0.785,-2.263,-0.5
"1113",10,56,4,1,12,4.9,4,-0.962477225675968,0.988812544054697,-0.345400415254597,-0.12762910547209,-0.755225100375202,-1.215,-2.263,0.5
"1114",11,56,6,1,12,5.9,8,0.621847425642499,0.988812544054697,-0.345400415254597,0.595686879067941,2.0933372772776,0.785,-2.263,0.5
"1115",12,56,5,1,12,6,8,-0.170314900016734,0.988812544054697,-0.345400415254597,0.668018477521944,2.0933372772776,-0.215,-2.263,0.5
"1116",13,56,5,1,12,6.5,5,-0.170314900016734,0.988812544054697,-0.345400415254597,1.02967646979196,-0.0430845059620013,-0.215,-2.263,0.5
"1117",14,56,5,0,12,4,3,-0.170314900016734,-1.010808374155,-0.345400415254597,-0.778613491558118,-1.4673656947884,-0.215,-2.263,-0.5
"1118",15,56,4,0,12,4,4,-0.962477225675968,-1.010808374155,-0.345400415254597,-0.778613491558118,-0.755225100375202,-1.215,-2.263,-0.5
"1119",16,56,4,1,12,5.7,5,-0.962477225675968,0.988812544054697,-0.345400415254597,0.451023682159935,-0.0430845059620013,-1.215,-2.263,0.5
"1120",17,56,6,0,12,3.6,4,0.621847425642499,-1.010808374155,-0.345400415254597,-1.06793988537413,-0.755225100375202,0.785,-2.263,-0.5
"1121",18,56,5,0,12,3.9,5,-0.170314900016734,-1.010808374155,-0.345400415254597,-0.850945090012121,-0.0430845059620013,-0.215,-2.263,-0.5
"1122",19,56,5,1,12,6,6,-0.170314900016734,0.988812544054697,-0.345400415254597,0.668018477521944,0.669056088451199,-0.215,-2.263,0.5
"1123",1,57,6,1,4,4.8,3,0.621847425642499,0.988812544054697,-1.56643590886342,-0.199960703926093,-1.4673656947884,0.785,-10.263,0.5
"1124",2,57,8,1,4,6.7,6,2.20617207696097,0.988812544054697,-1.56643590886342,1.17433966669997,0.669056088451199,2.785,-10.263,0.5
"1125",3,57,6,0,4,2.8,3,0.621847425642499,-1.010808374155,-1.56643590886342,-1.64659267300615,-1.4673656947884,0.785,-10.263,-0.5
"1126",4,57,7,0,4,4.9,5,1.41400975130173,-1.010808374155,-1.56643590886342,-0.12762910547209,-0.0430845059620013,1.785,-10.263,-0.5
"1127",5,57,7,1,4,5.4,5,1.41400975130173,0.988812544054697,-1.56643590886342,0.234028886797926,-0.0430845059620013,1.785,-10.263,0.5
"1128",6,57,6,1,4,3.9,5,0.621847425642499,0.988812544054697,-1.56643590886342,-0.850945090012121,-0.0430845059620013,0.785,-10.263,0.5
"1129",7,57,5,0,4,2.1,2,-0.170314900016734,-1.010808374155,-1.56643590886342,-2.15291386218418,-2.1795062892016,-0.215,-10.263,-0.5
"1130",8,57,5,1,4,3.1,3,-0.170314900016734,0.988812544054697,-1.56643590886342,-1.42959787764415,-1.4673656947884,-0.215,-10.263,0.5
"1131",9,57,5,1,4,3.5,2,-0.170314900016734,0.988812544054697,-1.56643590886342,-1.14027148382813,-2.1795062892016,-0.215,-10.263,0.5
"1132",10,57,6,0,4,2.1,3,0.621847425642499,-1.010808374155,-1.56643590886342,-2.15291386218418,-1.4673656947884,0.785,-10.263,-0.5
"1133",11,57,5,1,4,5,4,-0.170314900016734,0.988812544054697,-1.56643590886342,-0.0552975070180869,-0.755225100375202,-0.215,-10.263,0.5
"1134",12,57,7,1,4,4.8,6,1.41400975130173,0.988812544054697,-1.56643590886342,-0.199960703926093,0.669056088451199,1.785,-10.263,0.5
"1135",13,57,4,0,4,2.2,2,-0.962477225675968,-1.010808374155,-1.56643590886342,-2.08058226373017,-2.1795062892016,-1.215,-10.263,-0.5
"1136",14,57,7,1,4,5.1,7,1.41400975130173,0.988812544054697,-1.56643590886342,0.0170340914359159,1.3811966828644,1.785,-10.263,0.5
"1137",15,57,2,0,4,1.2,2,-2.54680187699444,-1.010808374155,-1.56643590886342,-2.8038982482702,-2.1795062892016,-3.215,-10.263,-0.5
"1138",16,57,7,1,4,4.9,5,1.41400975130173,0.988812544054697,-1.56643590886342,-0.12762910547209,-0.0430845059620013,1.785,-10.263,0.5
"1139",17,57,8,0,4,4.8,5,2.20617207696097,-1.010808374155,-1.56643590886342,-0.199960703926093,-0.0430845059620013,2.785,-10.263,-0.5
"1140",18,57,5,1,4,3,3,-0.170314900016734,0.988812544054697,-1.56643590886342,-1.50192947609815,-1.4673656947884,-0.215,-10.263,0.5
"1141",1,58,4,0,22,5.7,6,-0.962477225675968,-1.010808374155,1.18089395175643,0.451023682159935,0.669056088451199,-1.215,7.737,-0.5
"1142",2,58,6,1,22,6.5,7,0.621847425642499,0.988812544054697,1.18089395175643,1.02967646979196,1.3811966828644,0.785,7.737,0.5
"1143",3,58,5,1,22,6.4,5,-0.170314900016734,0.988812544054697,1.18089395175643,0.957344871337956,-0.0430845059620013,-0.215,7.737,0.5
"1144",4,58,6,1,22,8.1,8,0.621847425642499,0.988812544054697,1.18089395175643,2.18698204505601,2.0933372772776,0.785,7.737,0.5
"1145",5,58,6,0,22,5.1,6,0.621847425642499,-1.010808374155,1.18089395175643,0.0170340914359159,0.669056088451199,0.785,7.737,-0.5
"1146",6,58,3,0,22,4.1,4,-1.7546395513352,-1.010808374155,1.18089395175643,-0.706281893104115,-0.755225100375202,-2.215,7.737,-0.5
"1147",7,58,6,1,22,6.3,6,0.621847425642499,0.988812544054697,1.18089395175643,0.885013272883953,0.669056088451199,0.785,7.737,0.5
"1148",8,58,3,0,22,5.2,5,-1.7546395513352,-1.010808374155,1.18089395175643,0.0893656898899194,-0.0430845059620013,-2.215,7.737,-0.5
"1149",9,58,4,1,22,7,7,-0.962477225675968,0.988812544054697,1.18089395175643,1.39133446206197,1.3811966828644,-1.215,7.737,0.5
"1150",10,58,5,0,22,5.6,6,-0.170314900016734,-1.010808374155,1.18089395175643,0.378692083705931,0.669056088451199,-0.215,7.737,-0.5
"1151",11,58,6,1,22,6.5,7,0.621847425642499,0.988812544054697,1.18089395175643,1.02967646979196,1.3811966828644,0.785,7.737,0.5
"1152",12,58,2,0,22,4,5,-2.54680187699444,-1.010808374155,1.18089395175643,-0.778613491558118,-0.0430845059620013,-3.215,7.737,-0.5
"1153",13,58,6,1,22,7,7,0.621847425642499,0.988812544054697,1.18089395175643,1.39133446206197,1.3811966828644,0.785,7.737,0.5
"1154",14,58,4,0,22,4.5,4,-0.962477225675968,-1.010808374155,1.18089395175643,-0.416955499288102,-0.755225100375202,-1.215,7.737,-0.5
"1155",15,58,5,1,22,6.7,7,-0.170314900016734,0.988812544054697,1.18089395175643,1.17433966669997,1.3811966828644,-0.215,7.737,0.5
"1156",16,58,5,1,22,7.5,7,-0.170314900016734,0.988812544054697,1.18089395175643,1.75299245433199,1.3811966828644,-0.215,7.737,0.5
"1157",17,58,4,1,22,7,7,-0.962477225675968,0.988812544054697,1.18089395175643,1.39133446206197,1.3811966828644,-1.215,7.737,0.5
"1158",18,58,5,1,22,7,7,-0.170314900016734,0.988812544054697,1.18089395175643,1.39133446206197,1.3811966828644,-0.215,7.737,0.5
"1159",19,58,5,0,22,5.7,6,-0.170314900016734,-1.010808374155,1.18089395175643,0.451023682159935,0.669056088451199,-0.215,7.737,-0.5
"1160",20,58,3,0,22,4.6,4,-1.7546395513352,-1.010808374155,1.18089395175643,-0.344623900834099,-0.755225100375202,-2.215,7.737,-0.5
"1161",1,59,6,0,5,2.9,4,0.621847425642499,-1.010808374155,-1.41380647216232,-1.57426107455215,-0.755225100375202,0.785,-9.263,-0.5
"1162",2,59,5,1,5,4.8,5,-0.170314900016734,0.988812544054697,-1.41380647216232,-0.199960703926093,-0.0430845059620013,-0.215,-9.263,0.5
"1163",3,59,6,1,5,5.8,6,0.621847425642499,0.988812544054697,-1.41380647216232,0.523355280613938,0.669056088451199,0.785,-9.263,0.5
"1164",4,59,5,0,5,3.1,3,-0.170314900016734,-1.010808374155,-1.41380647216232,-1.42959787764415,-1.4673656947884,-0.215,-9.263,-0.5
"1165",5,59,5,0,5,4.3,4,-0.170314900016734,-1.010808374155,-1.41380647216232,-0.561618696196108,-0.755225100375202,-0.215,-9.263,-0.5
"1166",6,59,6,0,5,4.1,3,0.621847425642499,-1.010808374155,-1.41380647216232,-0.706281893104115,-1.4673656947884,0.785,-9.263,-0.5
"1167",7,59,5,0,5,2.8,3,-0.170314900016734,-1.010808374155,-1.41380647216232,-1.64659267300615,-1.4673656947884,-0.215,-9.263,-0.5
"1168",8,59,6,1,5,5,6,0.621847425642499,0.988812544054697,-1.41380647216232,-0.0552975070180869,0.669056088451199,0.785,-9.263,0.5
"1169",9,59,5,1,5,5.1,4,-0.170314900016734,0.988812544054697,-1.41380647216232,0.0170340914359159,-0.755225100375202,-0.215,-9.263,0.5
"1170",10,59,7,0,5,4.7,6,1.41400975130173,-1.010808374155,-1.41380647216232,-0.272292302380096,0.669056088451199,1.785,-9.263,-0.5
"1171",11,59,6,0,5,3.4,4,0.621847425642499,-1.010808374155,-1.41380647216232,-1.21260308228214,-0.755225100375202,0.785,-9.263,-0.5
"1172",12,59,4,0,5,1.8,3,-0.962477225675968,-1.010808374155,-1.41380647216232,-2.36990865754619,-1.4673656947884,-1.215,-9.263,-0.5
"1173",13,59,4,1,5,4.1,4,-0.962477225675968,0.988812544054697,-1.41380647216232,-0.706281893104115,-0.755225100375202,-1.215,-9.263,0.5
"1174",14,59,6,1,5,6.1,7,0.621847425642499,0.988812544054697,-1.41380647216232,0.740350075975947,1.3811966828644,0.785,-9.263,0.5
"1175",15,59,6,1,5,4.6,5,0.621847425642499,0.988812544054697,-1.41380647216232,-0.344623900834099,-0.0430845059620013,0.785,-9.263,0.5
"1176",16,59,5,0,5,3.9,4,-0.170314900016734,-1.010808374155,-1.41380647216232,-0.850945090012121,-0.755225100375202,-0.215,-9.263,-0.5
"1177",17,59,6,0,5,4.8,4,0.621847425642499,-1.010808374155,-1.41380647216232,-0.199960703926093,-0.755225100375202,0.785,-9.263,-0.5
"1178",1,60,5,0,3,2.8,3,-0.170314900016734,-1.010808374155,-1.71906534556452,-1.64659267300615,-1.4673656947884,-0.215,-11.263,-0.5
"1179",2,60,8,1,3,6.4,7,2.20617207696097,0.988812544054697,-1.71906534556452,0.957344871337956,1.3811966828644,2.785,-11.263,0.5
"1180",3,60,9,0,3,5.6,6,2.9983344026202,-1.010808374155,-1.71906534556452,0.378692083705931,0.669056088451199,3.785,-11.263,-0.5
"1181",4,60,7,1,3,5.7,6,1.41400975130173,0.988812544054697,-1.71906534556452,0.451023682159935,0.669056088451199,1.785,-11.263,0.5
"1182",5,60,6,1,3,5.5,5,0.621847425642499,0.988812544054697,-1.71906534556452,0.306360485251928,-0.0430845059620013,0.785,-11.263,0.5
